title,price,original_title,publisher,release_month,release_year,pages_num,pg,cover_type,publication_type,authors,overview,url
Homem De Ferro Superior,"R$94,90", Superior Iron Man 1-9 ,Marvel Comics,Março,2022,208,12 anos,Capa dura,Livros e Edições Especiais,"Laura Braga, Tom Taylor, Yidiray Cinar","Quanto você pagaria pela perfeição? Beleza? Imortalidade? Tony Stark sabe, e ele está pronto para dar a você - mas a um preço terrível! O efeito AXIS mudou Tony: ele está mais estiloso, confiante e astuto do que nunca. E está pronto para conduzir São Francisco ao futuro - mas o primeiro passo é lançar o Extremis por toda a cidade! Até onde Tony irá para manter o segredo de seu sucesso em segredo? À medida que as ações de Tony se tornam mais questionáveis, quem conspirará para derrubá-lo?",https://panini.com.br/homem-de-ferro-superior
Maestro Vol. 1,"R$52,90",,Marvel Comics,Junho,2021,128,12 anos,Capa dura,Livros e Edições Especiais,"Dale Keown, German Peralta, Peter David","A história pela qual você esperou décadas: a origem do Maestro! Quase trinta anos depois da emblemática Hulk: Futuro Imperfeito, o lendário roteirista Peter David retorna à versão do Hulk de um futuro longínquo, o amargo e tirânico mestre do que sobrou do mundo! Com arte avassaladora do veterano Dale Keown e do talentoso German Peralta, Hulk: Maestro traz respostas a dúvidas que assombraram os fãs do Hulk durante anos, além de levantar outras! Como o mundo acabou e o Maestro ascendeu? O que aconteceu aos heróis do mundo nesse meio tempo? E onde está o Hulk que conhecemos e amamos? À medida que uma nova rebelião começa, o mundo de Maestro nunca mais será o mesmo. e nem o incrível Hulk!",https://panini.com.br/maestro-vol-1
Hulk: A Saga Da Encruzilhada,"R$139,90", Incredible Hulk (1962) 301-313; Incredible Hulk Annual (1984) 13; Alpha Flight (1983) 29 ,Marvel Comics,Junho,2021,384,12 anos,Capa dura,Livros e Edições Especiais,"Alan Kupperberg, Bill Mantlo, Brett Blevins, Sal Buscema","Banido pelo Doutor Estranho para a enigmática e perigosa Encruzilhada, o Hulk fica à beira da loucura e precisa lutar para manter sua sanidade! Lutar contra os Alienígenas, os N'Garai, Klaatu, os Pompons Coletivos e mais! O Golias Esmeralda vai ao combate acompanhado de novos amigos, como a Dama da Vida na Cidade da Morte, e tem um confronto com três aspectos de sua própria psique despedaçada, enquanto Bruce Banner briga para reafirmar seu controle sobre seu alter ego selvagem e fazer as pazes com seu tenebroso passado. E mais: a história do nascimento de Bruce e de como sua trágica infância moldou seu monstro interior é finalmente revelada!",https://panini.com.br/hulk-a-saga-da-encruzilhada
Impéryo Vol. 1,"R$22,90"," (The Kree-Skrull War 1, Empyre 1, Empyre 2, Lords Of Empyre - Emperor Hulkling 1) ",Marvel Comics,Março,2021,120,12 anos,Capa cartão,Livros e Edições Especiais,"Al Ewing, Anthony Oliveira, Chip Zdarsky, Manuel Garcia, Valerio Schiti","Prepare-se para o primeiro megaevento da Marvel Comics em 2021! Quando velhos aliados fazem um chamado de emergência para os Vingadores, espalha-se a notícia de uma nova ameaça capaz eliminar toda a humanidade e refazer o Universo Marvel! Na Área Azul da Lua, ressurge uma figura messiânica, vinda diretamente do passado dos maiores heróis da Terra. E, nas profundezas do espaço, uma guerra milenar acaba de forma inesperada. Enquanto os Vingadores se preparam para a batalha, o Quarteto Fantástico prefere uma saída diplomática. e se as equipes não se entenderem, quem sairá perdendo será a humanidade! ",https://panini.com.br/imperyo-vol-1
Impéryo Vol. 2,"R$22,90"," (Lords of Empyre - Celestial Messiah 1, Empyre 3-4, Empyre: Savage Avengers 1) ",Marvel Comics,Abril,2021,112,12 anos,Capa cartão,Livros e Edições Especiais,"Al Ewing, Alex Lins, Alex Paknadel, Gerry Duggan, Greg Smallwood, Valerio Schiti","Parte dos Vingadores está presa na Lua! E enquanto a guerra atinge a Terra, um inimigo ancestral revela um plano que vinha sendo preparado há décadas! Já o Quarteto Fantástico enfrenta um tipo de terror que pode destruir a todos, começando pelo Coisa! E a Capitã Marvel é nossa última esperança, apesar de não haver como garantir o que ela se tornará se tiver sucesso em sua missão. E ainda: Vingadores Selvagens!",https://panini.com.br/imperyo-vol-2
Impéryo Vol. 3,"R$22,90"," Lords Of Empyre_ Swordsman 1, Empyre 5-6, Empyre: Immortal She-Hulk ",Marvel Comics,Maio,2021,120,12 anos,Capa cartão,Livros e Edições Especiais,"Al Ewing, Alex Paknadel, Dan Slott, Jon Davis-Hunt, Thomas Nachlik, Valerio Schiti","Amor e guerra. e meio a um evento cataclísmico de proporções cósmicas! Um dos heróis preferidos dos fãs da Marvel revela seu segredo, enquanto outro tem um embate final contra um oponente monstruoso! Em outro lugar, uma fuga desesperada leva a uma luta que você não acreditaria se não estivesse vendo com seus próprios olhos. Mas será que é tarde demais para salvar a Terra de duas ameaças apocalípticas simultâneas? E ainda: as origens do redivivo Espadachim!",https://panini.com.br/imperyo-vol-3
Homem-Aranha Por David Michelinie E Todd McFarlane,"R$299,90", Amazing Spider-Man (1963) 296-329; Spectacular Spider-Man Annual (1988) 10 II ,Marvel Comics,Maio,2021,856,12 anos,Capa dura com sobrecapa,Omnibus & Edições de luxo,"Alex Saviuk, Colleen Doran, David Michelinie, Erik Larsen, Glenn Herdling, Todd McFarlane","Seja vestido com seu clássico traje azul e vermelho, ou envergando o sinistro uniforme negro, o Homem-Aranha sempre está pronto para qualquer ameaça! E enormes ameaças são o que não falta nessa passagem brilhante da dupla formada pelo roteirista David Michelinie e pelo artista Todd McFarlane pelo título do Aracnídeo! Revisite (ou leia boquiaberto pela primeira vez) momentos marcantes da trajetória do herói nessa edição especialíssima: a estreia do mortal Venom; o retorno de velhos adversários, como Mystério e o Escorpião; as parcerias com Capitão América, Hulk e a Gata Negra. Simplesmente histórico",https://panini.com.br/homem-aranha-por-david-michelinie-e-todd-mcfarlane
Justiceiro: Zona De Guerra,"R$62,90", (The Punisher War Zone (1992) 1-6) ,Marvel Comics,Março,2021,160,16 anos,Capa dura,Livros e Edições Especiais,"Chuck Dixon, John Romita Jr.","As clássicas histórias escritas por Chuck Dixon e desenhadas por John Romita Jr. reunidas em um único volume! Abandonado por seu ajudante de campo e caçado por um mercenário misterioso ligado ao seu passado, o Justiceiro trabalhará infiltrado. estabelecendo uma desconfortável aliança com os vermes que ele um dia jurou erradicar!",https://panini.com.br/justiceiro-zona-de-guerra
Os Eternos Por Neil Gaiman E John Romita Jr.,"R$84,90", Eternals (2006) 1-7 ,Marvel Comics,Dezembro,2021,224,12 anos,Capa dura,Livros e Edições Especiais,"John Romita Jr., Neil Gaiman","Os superastros Neil Gaiman e John Romita Jr. se apropriam corajosamente dos insanos conceitos de Jack Kirby e, movidos pela paixão, dão continuidade à fantástica criação do Rei dos Quadrinhos em uma história cheia de mistério, suspense e poder magistral para ajudar a reestabelecer aqueles personagens emblemáticos como parte vital do Universo Marvel de uma vez por todas! Uma obra que resgata velhos e geniais conceitos e servem de ponto de partida para um novo despertar na Marvel!",https://panini.com.br/os-eternos-por-neil-gaiman-e-john-romita-jr
Gaviao Arqueiro: Minha Vida Como Uma Arma,"R$52,90",Hawkeye (2012) 1-6; Young Avengers Presentes 6 ,Marvel Comics,Novembro,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"David Aja, Javier Pulido, Matt Fraction, Matt Hollingsworth","Clint Barton, vulgo Gavião Arqueiro: herói, vingador, péssimo em relacionamentos. Kate Bishop, vulgo Gavião Arqueira: aventureira, jovem vingadora, arrasa nas festas. A Marvel acerta na mosca aqui, ao reinventar a lenda do membro mais carismático dos Vingadores! Lutando em nome da justiça, dos cãezinhos indefesos e dos churrascos na laje - ao lado de sua indefectível parceira Kate Bishop -, o Gavião Arqueiro vai flechar seu coração enquanto defende seus vizinhos dos perigos de Nova York e da terrível gangue do agasalho de ginástica!",https://panini.com.br/gaviao-arqueiro-minha-vida-como-uma-arma
Justiceiro: Mãe Rússia,"R$149,90",Punisher (2004) 13-30,Marvel Comics,Dezembro,2021,424,18 anos,Capa dura,Livros e Edições Especiais,"Doug Braithwaite, Garth Ennis, Leandro Fernandez","Nick Fury tem um serviço para o Justiceiro - uma missão que levará o mundo à beira de uma guerra nuclear. O mais letal retrovírus que já se viu está escondido nas profundezas de um silo de mísseis nucleares russo, com um pequeno exército para protegê-lo. Mas, enquanto Frank luta para proteger a vida de uma única inocente, os militares fazem sua jogada. A Guerra Fria é reaquecida, rumando depressa para o Armagedom... na Mãe Rússia! De volta aos Estados Unidos, Nick Cavella arrisca uma estratégia ousada para acabar com o Justiceiro de uma vez por todas. Mas, quando uma onda de violência atinge Nova York como um tsunami, outros predadores começam a emergir das sombras, ávidos para ajustar velhas contas!",https://panini.com.br/justiceiro-mae-russia
Infinito,"R$59,43", Infinity 1-6 ,Marvel Comics,Setembro,2021,224,12 anos,Capa dura,Livros e Edições Especiais,"Dustin Weaver, Jerome Opeña, Jim Cheung, Jonathan Hickman","A raça mais antiga do universo almeja destruir a Terra, e o Capitão América se vê obrigado a pensar grande. Muito grande. Enquanto os membros da mais poderosa equipe já reunida viajam ao espaço para se unir a uma aliança intergaláctica contra os Construtores, um velho inimigo acredita que eles deixaram para trás um planeta desprotegido. Thanos libera suas tropas na Terra no mais recente capítulo de sua interminável busca pela morte!",https://panini.com.br/infinito
Homem-Aranha Por Todd McFarlane,"R$179,90", Spider-Man (1991) 1-16; X-Force (1986) 4 ,Marvel Comics,Dezembro,2021,440,12 anos,Capa dura com sobrecapa,Omnibus & Edições de luxo,Todd McFarlane,"Todd McFarlane se tornou um superastro ilustrando a série Amazing Spider-Man, mas mudou para sempre a indústria dos quadrinhos com seu projeto seguinte: o título Spider-Man! Atuando como escritor e ilustrador, McFarlane levou Peter Parker a uma corajosa nova era - e isso tudo começou com a saga Tormento! Quando o sangue lava as ruas de Nova York, o Escalador de Paredes é obrigado a entrar nos esgotos para dar um fim à loucura homicida do Lagarto. Mas o que está conduzindo seu velho amigo e inimigo? E há ainda muito mais! Na parceria definitiva dos anos 1990, o Aranha se une à X-Force para deter o irrefreável Fanático!",https://panini.com.br/homem-aranha-por-todd-mcfarlane
Homem-Aranha: A Volta Do Sexteto Sinistro,"R$37,64", Amazing Spider-Man (1963) 334-339 ,Marvel Comics,Abril,2021,144,12 anos,Capa dura,Livros e Edições Especiais,"David Michelinie, Erik Larsen","Muitos anos atrás, quando ainda era um adolescente frequentando o ensino médio, o Espetacular Homem-Aranha enfrentou um de seus maiores desafios quando seis dos seus mais mortais e implacáveis inimigos formaram o Sexteto Sinistro! Anos depois, o Doutor Octopus reúne a equipe novamente. e o Homem-Aranha vai perceber que o tempo só os tornou ainda mais perigosos!",https://panini.com.br/homem-aranha-a-volta-do-sexteto-sinistro
Homem-Aranha: A Sombra Da Aranha,"R$52,90", Spider-Man: Spider's Shadow 1-5 ,Marvel Comics,Dezembro,2021,128,12 anos,Capa dura,Livros e Edições Especiais,"Chip Zdarsky, Pasqual Ferry","Certa vez, Peter Parker vestiu um traje alienígena que quase destruiu sua vida... Mas e se ele nunca o tivesse tirado? Nessa nova versão chocante da história, Peter ignora todos os avisos e abraça seu simbionte! Assombrado por pesadelos terríveis e exausto por uma enxurrada interminável de vilões, ele está em seu limite quando o Duende Macabro ataca, e agora o Homem-Aranha mostrará que pode não ser tão amigável assim!",https://panini.com.br/homem-aranha-a-sombra-da-aranha
Homem-Aranha: As Tiras Vol. 2 (1979-1981),"R$149,90", The Amazing Spider-Man Ultimate Newspaper Comics Collection! (1979-1981) ,Marvel Comics,Dezembro,2021,320,12 anos,Capa dura,Omnibus & Edições de luxo,"John Romita, Stan Lee","O empolgante segundo volume das longevas tiras de jornais do espetacular Homem-Aranha, criadas por Stan Lee, John Romita e Larry Lieber, com todas as dominicais em cores e integradas às diárias - exatamente como eram publicadas em periódicos ao redor de todo o mundo! Este volume inclui, em 320 páginas, as aventuras publicadas entre janeiro de 1979 e janeiro de 1981, reunindo material verdadeiramente histórico do Cabeça de Teia numa edição que não pode faltar na sua coleção.",https://panini.com.br/homem-aranha-as-tiras-vol-2-1979-1981
Gaviã Arqueira Vol. 2: Reunião De Família,"R$34,90", Generations: Hawkeye & Hawkeye 1; Hawkeye (2016) 13-16; A Year of Marvels: The Uncanny 1 I; Season's Beatings (2019) 1 IV ,Marvel Comics,Outubro,2021,144,12 anos,Capa cartão,Livros e Edições Especiais,"Jeremy Whitley, Kelly Thompson, Laura Braga, Leonardo Romero, Stefano Raffaele","Los Angeles é capaz de lidar com dois Arqueiros? Assim que Kate Bishop estende a mão para pedir o auxílio de Clint Barton para encontrar sua falecida mãe, o arqueiro sênior aparece precisando de ajuda. Um grupo desconhecido está atrás dele - e seu ataque dá início a uma perseguição selvagem pela Cidade dos Anjos! Agora, Gaviã e Gavião devem tentar o seu melhor para ficar um passo à frente, totalmente vivos e com danos mínimos à propriedade... bem, ok, com danos moderados à propriedade.",https://panini.com.br/gavia-arqueira-vol-2-reuniao-de-familia
Homem De Ferro 2020: O Homem Do Ano,"R$89,90",,Marvel Comics,Setembro,2020,304,14 anos,Capa dura,Livros e Edições Especiais,,"A origem de Arno Stark, o Homem de Ferro do outrora futuro alternativo de 2020! Um livro de 304 páginas com histórias clássicas que contam a carreira desse fascinante caçador de recompensas de um futuro que se tornou presente! Com participação especial do Espetacular Homem-Aranha e dos robóticos Homem-Máquina e Devastador! Com roteiros de Tom DeFalco (O Espetacular Homem-Aranha), Walt Simonson (Os Maiores Clássicos do Poderoso Thor) e Simon Furman e arte de Barry Windsor-Smith (Arma X), Herb Timpe (O Incrível Hulk) e Bryan Hitch (Os Supremos, Authority).",https://panini.com.br/homem-de-ferro-2020-o-homem-do-ano
Homem-Aranha: Linhagem De Sangue,"R$52,90", Spider-Man (2019) 1-5 ,Marvel Comics,Junho,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"Henry Abrams, J.J. Abrams, Sara Pichelli","Quando um horrível novo vilão tira a vida do Homem-Aranha, o que isso significará para a família de Peter Parker? E o que significará para. seu filho? Anos depois da terrível tragédia, o adolescente Ben Parker está vivenciando a sua cota de dramas no ensino médio, desde enfrentar um valentão até conhecer o amor de sua vida. Porém, é hora de Ben descobrir que seu pai era o Homem-Aranha, e que o vilão que mudou sua família para sempre está de volta. e atrás dele! Nessa minissérie, J.J. Abrams, seu filho Henry Abrams e a artista Sara Pichelli revisitam o clássico ditado do Homem-Aranha sobre poder e responsabilidade com uma nova abordagem!",https://panini.com.br/homem-aranha-linhagem-de-sangue
Homem De Ferro: A Guerra Das Armaduras,"R$79,90", Iron Man (1968) 225-232 ,Marvel Comics,Junho,2021,216,12 anos,Capa dura,Livros e Edições Especiais,"Barry Windsor-Smith, Bob Layton, David Michelinie, Mark Bright","Tony Stark é um gênio dedicado a criar tecnologia para melhorar a humanidade. E sua maior criação é um milagre moderno: a armadura que o torna o Invencível Homem de Ferro! Mas quando ele descobre que parte do conhecimento secreto que usou para criar o Homem de Ferro agora está nas mãos de diversos super-vilões, Stark se sente responsável pelo mal que todos eles causaram. Encarando objeções do governo, de amigos e colegas super-heróis, Tony jura usar o poder do Homem de Ferro para acabar com o mal e tomar de volta o que lhe pertence. não importa quem esteja em seu caminho!",https://panini.com.br/homem-de-ferro-a-guerra-das-armaduras
Guardiões Da Galáxia (2021) Vol. 1,"R$57,90", (Guardians of the Galaxy (2020) 1-6) ,Marvel Comics,Maio,2021,144,12 anos,Capa dura,Livros e Edições Especiais,"Al Ewing, Juann Cabal, Marcio Takara, Nina Vakueva","Eles já foram uma equipe de desajustados, mas agora, são uma família e merecem um pouco de paz. Mas o universo não tem nada de pacífico. e só está ficando pior. Os Grandes Impérios passam por um momento turbulento, e as leis estão mortas. Para ajudar, os deuses do Olimpo estão de volta, anunciando uma nova era de guerras, renascidos apenas para deixar sua marca entre as estrelas. A galáxia precisa de guardiões, mas quem aceitará a missão? E quem sobreviverá?",https://panini.com.br/guardioes-da-galaxia-2021-vol-1
Homem-Aranha: Linhagem De Sangue,"R$64,90", Spider-Man (2019) 1-5 ,Marvel Comics,Junho,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"Henry Abrams, J.J. Abrams, Sara Pichelli","Quando um horrível novo vilão tira a vida do Homem-Aranha, o que isso significará para a família de Peter Parker? E o que significará para. seu filho? Anos depois da terrível tragédia, o adolescente Ben Parker está vivenciando a sua cota de dramas no ensino médio, desde enfrentar um valentão até conhecer o amor de sua vida. Porém, é hora de Ben descobrir que seu pai era o Homem-Aranha, e que o vilão que mudou sua família para sempre está de volta. e atrás dele! Nessa minissérie, J.J. Abrams, seu filho Henry Abrams e a artista Sara Pichelli revisitam o clássico ditado do Homem-Aranha sobre poder e responsabilidade com uma nova abordagem!",https://panini.com.br/homem-aranha-linhagem-de-sangue-ahjja001v
Homem De Ferro: Extremis,"R$62,90", Iron Man (2005) 1-6 ,Marvel Comics,Julho,2021,168,12 anos,Capa dura,Livros e Edições Especiais,"Adi Granov, Warren Ellis","O início de uma espetacular era para o Homem de Ferro! Warren Ellis e Adi Granov juntam forças para recriar o herói e colocá-lo definitivamente no século 21, onde um horizonte de assustadoras tecnologias ameaçam soterrar a frágil raça humana! O que é Extremis? Quem é o responsável? E o que Tony Stark pode fazer para eliminar um perigo que supera até o Homem de Ferro?",https://panini.com.br/homem-de-ferro-extremis
A Fabulosa X-Force,"R$374,90", Wolverine: The Road to Hell 1 (III); Uncanny X-Force (2010) 1-35; Uncanny X-Force (2010) 5.1; Uncanny X-Force (2010) 19.1; All-New Wolverine Saga; X-Men Spotlight (2011) ,Marvel Comics,Março,2022,928,12 anos,Capa dura com sobrecapa,Omnibus & Edições de luxo,"Esad Ribic, Jerome Opeña, Rafael Albuquerque, Rick Remender","Matando para salvar um mundo que os odeia e teme. Estes não são os X-Men... mas a misteriosa X-Force! O roteirista estadunidense Rick Remender coloca a equipe mutante em uma corrida épica e aclamada pela crítica, agora na íntegra nessa versão Omnibus! Psylocke, Arcanjo, Deadpool e Fantomex são convocados para o esquadrão secreto de assassinos de Wolverine, porém sua primeira missão - encontrar e lidar com o Apocalipse renascido - terá consequências nefastas!",https://panini.com.br/a-fabulosa-x-force
Quarteto Fantástico: Consertar Tudo,"R$52,90", Fantastic Four (1961) 570-574 ,Marvel Comics,Agosto,2021,136,12 anos,Capa dura,Livros e Edições Especiais,"Dale Eaglesham, Jonathan Hickman, Neil Edwards","Um clássico moderno está de volta! Dentro de uma sala mantida em segredo até mesmo de seus familiares, Reed Richards rabiscou nas paredes cem das maiores e mais ousadas ideias que seu cérebro poderia produzir. E ele acaba de acrescentou uma 101º, a mais audaciosa de todas: ´Consertar Tudo.´ Porém, o grande cérebro do Quarteto Fantástico descobrirá que resolver tudo demanda um grande custo. Talvez alto demais!",https://panini.com.br/quarteto-fantastico-consertar-tudo
Guardiões Da Galáxia: A Queda,"R$52,90",Guardians of the Galaxy (2013) 14-17; Free Comic Book Day 2014: Guardians of the Galaxy,Marvel Comics,Dezembro,2021,128,12 anos,Capa dura,Livros e Edições Especiais,"Brian Bendis, Jason Masters, Nick Bradshaw, Todd Nauck","Com toda a galáxia caçando os Guardiões e o Senhor das Estrelas desaparecido, é hora de pedir ajuda. Enquanto o grupo se prepara para receber seus novos integrantes, Venom e a Capitã Marvel, perigos imprevistos prometem sacudir seus alicerces! Será que os heróis conseguirão sobreviver às provações individuais de cada integrante? Quem está por trás deste ataque meticuloso aos Guardiões?",https://panini.com.br/guardioes-da-galaxia-a-queda
Gavião Arqueiro: Queda Livre,"R$27,90", (Hawkeye: Freefall (2020) 1-6) ,Marvel Comics,Março,2021,136,12 anos,Capa cartão,Livros e Edições Especiais,"Matthew Rosenberg, Otto Schmidt","Quando um novo e brutal Ronin começa a traçar um rastro de destruição pela cidade, as suspeitas recaem sobre o Gavião Arqueiro. No entanto, Clint tem mais com o que se preocupar do que com quem está usando seu velho traje. Após um confronto com o Capuz terminar mal, o Gavião parte em uma missão que o colocará na mira de um dos vilões mais perigosos de Nova York. E tal missão (e os planos secretos do Ronin) os colocarão em uma rota de colisão de onde apenas um sairá andando!",https://panini.com.br/gaviao-arqueiro-queda-livre
Guerra Civil II,"R$124,90", Civil War II 0; Civil War II 1-8; Free Comic Book Day 2016 (Civil War II) ,Marvel Comics,Fevereiro,2022,296,12 anos,Capa dura,Livros e Edições Especiais,"Brian Bendis, David Marquez, Jim Cheung, Olivier Coipel","O evento que chacoalhou os alicerces do Universo Marvel de volta ao leitor brasileiro na íntegra! Surge um inumano com um poder bastante perturbador: a habilidade de prever o futuro. Agora, alguns heróis do Universo Marvel desejarão usar tal poder para prevenir crimes antes que eles aconteçam... e outros enxergarão nisso uma violação das liberdades individuais. Capitã Marvel vs. Homem de Ferro. Qual lado vencerá? E qual será o preço dessa vitória?",https://panini.com.br/guerra-civil-ii
Feiticeira Escarlate: O Caminho Das Bruxas,"R$122,90", (Scarlet Witch (2015) 1-15) ,Marvel Comics,Março,2021,344,12 anos,Capa dura,Livros e Edições Especiais,"James Robinson, Marco Rudy, Steve Dillon, Vanesa Del Rey","A feitiçaria está quebrada, e a Feiticeira Escarlate precisa embarcar em uma jornada pelo mundo para consertá-la! Dos becos de Manhattan às Ilhas Gregas e ao interior da Irlanda, Wanda Maximoff enfrenta mitos e lendas, combate maldições e descobre que há mais coisa envolvida em sua complexa história familiar do que ela imaginava. Mas será o poderoso mago conhecido como Feiticeiro Esmeralda amigo ou inimigo? E mesmo se conseguir restituir a feitiçaria, Wanda precisará descobrir o que a fragmentou! O caminho da feitiçaria é árduo e cheio de perigos!",https://panini.com.br/feiticeira-escarlate-o-caminho-das-bruxas
Grito: Prólogo Para Rei Das Trevas,"R$31,90", Scream: Curse of Carnage 1-6 ,Marvel Comics,Julho,2021,152,12 anos,Capa cartão,Livros e Edições Especiais,"Chris Mooneyham, Clay McLeod Chapman, Garry Brown","Uma das crias originais de Venom, possivelmente a mais forte, terá que lidar com seus próprios demônios. literalmente! Porém, no rastro do ataque de Carnificina, o que resta a Grito? A busca de um hospedeiro? Quais são suas intenções? E o que os heróis aracnídeos de Nova York têm a dizer sobre sua presença? O épico Rei das Trevas começa a se desenhar aqui!",https://panini.com.br/grito-prologo-para-rei-das-trevas
Homem-Aranha 2099 Vol. 1,"R$104,90",(Spider-Man 2099 1-10),Marvel Comics,Setembro,2022,240,12 anos,Capa dura,Livros e Edições Especiais,"Kelley Jones, Peter David, Rick Leonardi","Risco, o Especialista, o Abutre — o futuro é cheio de ameaças, mas nenhuma é tão maléfica quanto o corrupto governo e as corporações por trás dele! Um futuro pavoroso precisa de um herói igualmente assustador, quem sabe algum tipo de Escalador de Paredes? Conheça o mundo do amanhã e seus habitantes enquanto o Homem-Aranha 2099 combate o mal na alta e na baixa sociedade, naquele que é o principal título do Universo 2099 escrito por Peter David, uma lenda das histórias em quadrinhos!",https://panini.com.br/homem-aranha-2099-vol-1
Homem-Aranha Noir: Crepúsculo Na Babilônia,"R$49,90", Spider-Man: Noir (2020) 1-5 ,Marvel Comics,Julho,2021,112,12 anos,Capa dura,Livros e Edições Especiais,"Juan Ferreyra, Margaret Stohl","O ano é 1939. Enquanto o espectro da guerra se assoma, o Homem-Aranha Noir luta o bom combate em casa. Mas quando uma dama é morta na boate Gata Negra e todas as pistas apontam para o exterior, o Aranha não tem escolha a não ser embarcar para a Europa! Uma vez lá, ele logo se vê arrancado de sua amigável vizinhança e empurrado para a ação internacional!",https://panini.com.br/homem-aranha-noir-crepusculo-na-babilonia
Gwen-Aranha Vol. 2: Poderes Espetaculares,"R$22,69", (Spider-Gwen (2015 v2) 7-15; Spider-Gwen Annual (2016) 1; All-New Wolverine Annual (2016) 1 ,Marvel Comics,Abril,2021,224,12 anos,Capa cartão,Livros e Edições Especiais,,"Gwen Stacy perdeu seus poderes aracnídeos, e não há pior hora para isso acontecer do que quando você se vê na mira de Frank Castle! E quando Mary Jane decide ir a uma casa mal-assombrada, Gwen se juntará a ela como amiga... ou como um dos fantasmas?! O que se sabe é que é chegada a hora de ela por um fim ao reinado de Matt Murdock, o Rei do Crime, e seu exército de ninjas.",https://panini.com.br/gwen-aranha-vol-2-poderes-espetaculares
Homem-Aranha: Desmascarado,"R$22,90"," Amazing Spider-Man (1963) 12, 87, 105-106, 169, 248 ",Marvel Comics,Janeiro,2022,120,12 anos,Capa cartão,Livros e Edições Especiais,"Gil Kane, John Romita, Len Wein, Roger Stern, Stan Lee, Steve Ditko","O que seria do Homem-Aranha se um dia sua identidade fosse revelada ao mundo inteiro? É para responder a essa intrigante pergunta (assim como faz o novo filme do Aracnídeo, Homem-Aranha: Sem Volta Para Casa) que grandes criadores que já passaram pelo título do herói arquitetaram as aventuras contidas nessa edição! Uma introdução emocionante para novos leitores e uma antologia interessantíssima para quem já é fã de carteirinha do Escalador de Paredes nas HQs!",https://panini.com.br/homem-aranha-desmascarado
Doutor Estranho,"R$26,90", Uncanny Origins (1996) 12; Strange Tales (1951) 126 (II); Strange Tales (1951) 127 (II); Doctor Strange (1974) 55; Marvel Adventures Hulk (2007) 5; Marvel Adventures Super Heroes (2008) 5 ,Marvel Comics,Março,2022,120,12 anos,Capa cartão,Livros e Edições Especiais,"Len Wein, Marc Campos, Michael Golden, Roger Stern, Stan Lee, Steve Ditko","O Mago Supremo protagoniza algumas de suas aventuras mais espetaculares aqui! Descubra como a busca de Stephen Strange por uma cura para suas mãos destruídas o levou a um mundo de magia e mistério! Junte-se a ele em uma batalha interdimensional alucinante contra Dormammu, como somente Lee e Ditko poderiam apresentar! Depois, um triste Strange aborda o demoníaco D'Spayre e aprende como seria a vida se ele nunca tivesse dominado as artes místicas. E, claro, tem muito mais!",https://panini.com.br/doutor-estranho
Homem-Aranha: Um Momento No Tempo,"R$57,90", Amazing Spider-Man (1963) 638-641 ,Marvel Comics,Dezembro,2021,152,12 anos,Capa dura,Livros e Edições Especiais,"Joe Quesada, Paolo Rivera","A pergunta vinha assombrando os leitores do Aranha por muito tempo... e então foram respondidas nessa saga! O que realmente aconteceu com o casamento de Peter e Mary Jane após o pacto com Mefisto? O que MJ sabia sobre o Aranha depois desse traumático evento? E como Um Novo Dia afetou o Universo Marvel como um todo? Joe Quesada e Paolo Riviera colocam tudo a pratos limpos nessa emocionante e polêmica história do herói, encadernada pela primeira vez no Brasil!",https://panini.com.br/homem-aranha-um-momento-no-tempo
Homem-Aranha: Historia De Vida Especial,"R$9,90", Spider-Man: Life Story Annual (2020) 1 ,Marvel Comics,Dezembro,2021,32,12 anos,Capa cartão,Livros e Edições Especiais,"Chip Zdarsky, Mark Bagley",Homem-Aranha... Ele é uma ameaça! Ele é um perigo para o mundo! E J. Jonah Jameson fará o que for necessário para que o mundo enxergue isso! Mas o que uma obsessão tão intensa como essa pode acabar fazendo a um homem ao longo das décadas? Descubra nesse especial que nos faz retornar ao mundo de Homem-Aranha: História de Vida com a equipe criativa original!,https://panini.com.br/homem-aranha-historia-de-vida-especial
Thanos: Santuário Zero,"R$23,90",Thanos (2019) 1-6,Marvel Comics,Julho,2020,144,12 anos,Capa cartão,Livros e Edições Especiais,"Ariel Olivetti, Tini Howard","Thanos, o flagelo do universo, está morto! E foi Gamora, a assassina mais letal da galáxia e sua amada filha adotiva, quem o executou. Mas como nasceu essa conturbada relação familiar que culminou em um final sangrento? Como brotou o amor paternal em um dos mais cruéis e brutais seres do universo?  Esse conto volta ao dia em que a vida de Gamora mudou por completo para recontar o início de sua história com Thanos, partindo de um ponto de vista completamente novo.",https://panini.com.br/thanos-santuario-zero
